iso2c,country,year,gdp_percap,child_mortal,fertil_rate,iso3c,region,capital,longitude,latitude,income,lending
BY,Belarus,2006,11389.5514963062,8.7,1.335,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2007,12756.6344502337,7.9,1.429,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1994,4331.65317196854,17.5,1.533,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1995,3974.93585074002,17.9,1.406,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2002,6927.55447043685,11.9,1.24,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1998,5230.10816100027,17,1.3,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2005,9984.19241709668,9.4,1.252,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1999,5513.83348011603,15.8,1.31,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1990,5399.40549943281,16.6,1.913,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1997,4750.37793365688,17.8,1.25,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2009,14553.7955127463,6.6,1.509,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2010,15906.7560805789,6.1,1.494,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2011,17166.6956434719,5.6,1.515,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2008,14383.166847167,7.2,1.488,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2004,8781.6363143367,10.2,1.233,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1992,5083.12732727634,16.8,1.764,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1996,4174.75447936756,18,1.335,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2001,6453.90521760295,13,1.286,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,1993,4797.75750406995,17.1,1.623,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BY,Belarus,2000,5994.55717304,14.3,1.317,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BZ,Belize,2002,5964.57000423884,23.5,3.39,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1992,4215.42271772396,35,4.363,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1998,4639.55977492667,26.7,3.805,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2011,7855.69828660257,18.5,2.676,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1996,4527.37816503405,28.8,4.01,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1990,3338.21210391779,39.6,4.508,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2001,5746.62858787242,24.2,3.496,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2003,6479.77779145453,22.8,3.282,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1991,3740.12993679552,37.2,4.436,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1997,4597.49176141575,27.8,3.908,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1993,4510.02885515837,33.1,4.286,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1994,4520.45637800984,31.5,4.201,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1995,4525.76574134556,30.1,4.109,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2000,5516.14241381737,25,3.6,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2008,7636.84135733543,20.1,2.821,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2009,7558.04785083857,19.5,2.762,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2006,7361.07413753312,21.2,2.977,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2004,6791.95731196538,22.2,3.175,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2012,8121.15294169971,18,2.642,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2005,7008.80574641699,21.7,3.072,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2010,7715.95031849724,19,2.715,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2007,7444.30252641197,20.6,2.893,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1999,4936.75637471884,25.8,3.703,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
CA,Canada,2004,33754.8695616172,6.1,1.53,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1993,21255.0535745257,7.4,1.7,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1997,25087.9972576757,6.5,1.55,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2005,36134.6022423077,6.1,1.54,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1991,20060.6728229815,8,1.7,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1992,20446.6282009294,7.7,1.71,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2000,29185.3550587258,6.2,1.49,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2006,38009.875996482,6,1.5862,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2010,40027.2402088674,5.6,1.6269,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1999,27656.6769217414,6.3,1.51,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2003,32189.0615956597,6.1,1.53,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1998,26117.6117299565,6.4,1.53,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1990,20107.8306877283,8.3,1.83,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2002,30851.3114815056,6.2,1.52,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1995,23354.2721887713,6.9,1.639,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1996,23904.848934067,6.7,1.592,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2011,41565.2712210369,5.4,1.61,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,1994,22465.8030545629,7.2,1.6695,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2009,38791.0746857483,5.7,1.668,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2007,39441.9677890234,5.9,1.6589,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2012,42145.0978611317,5.3,1.6142,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2008,40277.6193121099,5.8,1.6808,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CA,Canada,2001,30073.912805211,6.2,1.505,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CD,"Congo, Dem. Rep.",2012,664.801780089217,108.5,6.432,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1997,489.592699106425,171.5,6.774,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2000,419.463913592424,161,6.751,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1999,451.884303986381,164.9,6.76,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1998,475.897495067878,168.4,6.768,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1995,533.218253337197,176.4,6.779,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2007,542.061728658384,128.9,6.649,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2010,597.076987349427,116.1,6.544,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2002,414.722773266483,152.4,6.73,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1993,566.087071157879,180.3,6.773,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1990,827.600330402252,186.5,6.746,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2001,408.574400444067,156.8,6.74,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1996,522.636140865822,174.1,6.777,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2011,629.856388836565,112.2,6.493,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2009,569.535006308888,120.1,6.587,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1994,535.720278509118,178.3,6.777,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2008,568.083477865221,124.5,6.621,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1992,664.448873357432,182.3,6.767,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2004,460.247641423181,143.2,6.705,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1991,754.782482590742,184.3,6.758,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2003,433.079475306457,147.8,6.718,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2005,488.388086946654,138.4,6.69,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2006,513.37969086873,133.5,6.671,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CF,Central African Republic,2005,726.866366553463,166.2,5.383,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2003,664.315058517633,170.3,5.436,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2006,771.146741446285,163.9,5.353,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1995,625.773350163315,176.7,5.618,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1990,602.549493843312,176.5,5.808,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1999,665.121822502435,175.7,5.52,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1997,624.504665956661,176.9,5.564,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2004,710.41096696699,168.4,5.411,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1994,586.708614031531,176.4,5.651,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2002,701.535794400747,171.9,5.459,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1996,596.921881226275,177,5.589,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1993,562.530413059777,176.1,5.687,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2001,679.93494423692,173.5,5.48,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2007,813.805389395986,161.3,5.322,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2012,963.564013916564,142.1,5.123,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1991,603.793268019751,176.2,5.767,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1992,562.730514840217,176,5.727,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2011,911.655946889643,146.2,5.172,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2010,870.044080916885,150.2,5.215,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2000,649.459045704182,174.8,5.5,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2009,842.522224144834,154.2,5.254,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,1998,646.24080944228206,176.5,5.541,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CF,Central African Republic,2008,833.252964076624,158.2,5.289,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CG,"Congo, Rep.",2012,5368.26697542475,52.6,4.876,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1997,3388.37016679303,116,5.12,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1990,3322.42159504868,93.6,5.349,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2003,3791.13071104983,109.8,5.066,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2002,3790.19574973187,115.6,5.076,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1991,3420.88394267278,95.2,5.287,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1992,3493.75797257738,97.4,5.236,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1998,3452.94071184133,119.3,5.112,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2006,4474.88117931201,87.4,5.028,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2011,5213.94693708389,56.1,4.915,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1999,3319.54849586624,121.4,5.105,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1993,3446.26216364937,100.2,5.195,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1996,3449.22576043003,111.9,5.13,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2004,3915.74174541772,102.9,5.054,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2010,5081.43434243558,60.6,4.948,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1995,3340.81831928587,107.7,5.144,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2001,3667.70920787905,119.7,5.086,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2000,3551.09349960406,121.6,5.096,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2005,4223.07536693416,95.3,5.042,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2009,4760.44417857162,66.1,4.973,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2008,4543.92730881413,72.6,4.995,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",2007,4369.05333361691,79.9,5.012,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1994,3235.86987249259,103.8,5.165,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CH,Switzerland,2011,55918.732834321,4.4,1.52,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2002,37682.1394697989,5.5,1.39,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1993,28511.7833485596,7.1,1.51,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2006,44951.6286562227,5,1.44,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1996,30499.9284501683,6.1,1.5,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2008,52317.5705429494,4.7,1.48,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2000,35675.0945314876,5.6,1.5,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1999,33810.7709650979,5.7,1.48,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2010,52935.8041360887,4.5,1.52,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2001,36862.1129358419,5.6,1.38,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2007,49467.2205543878,4.8,1.46,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2005,40457.7308617197,5.1,1.42,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2003,37611.5184239042,5.3,1.39,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2012,57590.7011831417,4.3,1.52,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1998,32877.5860461225,5.8,1.47,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2009,51632.6535918402,4.6,1.5,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,2004,39135.8266891789,5.2,1.42,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1995,29808.0434431341,6.4,1.48,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1992,28139.4114487796,7.5,1.58,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1994,29254.1435922995,6.7,1.49,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1997,31799.7453580297,6,1.48,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1991,27829.4245956201,7.9,1.58,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CH,Switzerland,1990,27523.764398118,8.2,1.58,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CI,Cote d'Ivoire,2009,2612.06386869209,112.7,5.321,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2001,2342.85499642351,142.8,5.787,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2012,2762.34142570319,102.5,5.16,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2002,2295.19139940123,139.7,5.717,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1990,2064.23166352787,152.6,6.622,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1997,2302.72014216838,151.3,6.079,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1995,2113.22615745278,152.7,6.224,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1996,2247.87378229769,152.2,6.152,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2007,2508.37389933617,121.1,5.423,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2006,2450.59677799087,125.1,5.476,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1991,2059.56522095372,152.7,6.536,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2000,2336.35692095684,145.6,5.859,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2004,2317.61436177941,132.7,5.589,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1992,2029.04305290696,152.7,6.454,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2008,2567.19074324489,116.5,5.372,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2003,2268.27229211947,136.3,5.651,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2011,2511.42019511915,105.9,5.216,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1999,2387.90845185766,147.9,5.932,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1994,1995.08861010995,152.9,6.298,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2010,2635.83777138699,109.1,5.269,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1993,2003.35458369663,152.8,6.374,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,1998,2375.0465599391,149.8,6.006,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2005,2388.43219498255,128.8,5.531,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CL,Chile,1992,5723.36936382925,16.4,2.456,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1999,9052.15481679857,11.5,2.144,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2004,11777.1330504661,9.3,2.001,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2000,9608.17713576582,10.9,2.107,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2005,12774.7312248309,9.1,1.982,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2002,10297.9780869255,9.8,2.046,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2003,10771.2474805153,9.5,2.022,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2012,21620.2809667472,8.6,1.834,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1991,5037.37214083093,17.7,2.503,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1990,4589.10839980802,19.1,2.547,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2007,16862.9240664157,8.9,1.945,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1998,9094.34546516106,12,2.183,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2001,10001.1780385066,10.3,2.074,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1996,8174.9737584327,12.5,2.269,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1994,6698.1365571664,14,2.36,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2009,16267.4619292718,8.8,1.903,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1997,8761.5044665976,12.2,2.225,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2006,15611.1082142356,9,1.964,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1995,7500.06764523077,13.1,2.313,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,Upper middle income,IBRD
